time	pagename	username	content	photo	video	link	kdv	kq	cmt	
11/08/25 - 09:53	FP - Inside the Box	Đặng Phương Anh	e gửi zalo xong a đóng logo bên mình nhé				Dũng		
11/08/25 - 09:53	FP - Inside the Box	Nguyễn Đức Trọng	ở view đoạn nào thế em				Dũng		
11/08/25 - 09:53	FP - Inside the Box	Nguyễn Đức Trọng	có tầm 30s là ngon r				Dũng		
11/08/25 - 09:53	FP - Inside the Box	Minh Vũ	e có thấy video đâu ta				Dũng		
11/08/25 - 09:53	FP - Inside the Box	Cựu cảnh sát	2p lun í a ạ				Dũng	L	
11/08/25 - 09:53	FP - Inside the Box	Đặng Phương Anh	a check nha ạ				Dũng		
11/08/25 - 09:53	FP - Inside the Box	Nguyễn Đức Trọng	@Minh Vũ ơi có thấy ko ahu		530386130_24274254755542873_2457810099627336367_n.mp4		Dũng		
11/08/25 - 09:53	FP - Inside the Box	Minh Vũ	giờ mới thấy a ơi				Dũng		
11/08/25 - 09:53	FP - Inside the Box	Nguyễn Đức Trọng	là bài quốc ca phải ko				Dũng		
11/08/25 - 09:53	FP - Inside the Box	Cựu cảnh sát	đúng a ah				Dũng		
11/08/25 - 09:53	FP - Inside the Box	Đặng Phương Anh	a lên vid này cx dc				Dũng		
11/08/25 - 11:56	FP - Inside the Box	Cựu cảnh sát				https://docs.google.com/document/d/1ZUsvwKoSLTLQOHGclV1GDv9UGxArNodImDSLi4s8b4s/edit?usp=sharing	Dũng		
11/08/25 - 11:56	FP - Inside the Box	Đặng Phương Anh	@Minh Vũ duyệt giúp e vs ah				Dũng		
11/08/25 - 11:56	FP - Inside the Box	Nguyễn Mai Dung	Giữa những năm tháng kháng chiến chống Pháp cam go nhất, một thứ nước thuốc diệu kỳ đã ra đời giữa núi rừng Việt Bắc, cứu sống không biết bao nhiêu sinh mạng. Đó chính là "nước lọc Penicillin", một huyền thoại của y học Việt Nam gắn liền với tên tuổi của một người anh hùng: Giáo sư, Bác sĩ Đặng Văn Ngữ.  Khi ấy, Giáo sư Đặng Văn Ngữ đang có một sự nghiệp khoa học rộng mở ở Nhật Bản. Khi tình cờ đọc được Lời kêu gọi toàn quốc kháng chiến của Chủ tịch Hồ Chí Minh, ông đã quyết tâm từ bỏ tất cả công việc nghiên cứu để trở về tham gia sự nghiệp chung của dân tộc.  Năm 1949, theo tiếng gọi thiêng liêng ấy, ông lặn lội tìm đường về nước. Khi về đến chiến khu Việt Bắc, trong một phòng thí nghiệm được dựng tạm chỉ bằng tre và nứa lá ở Chiêm Hóa, Tuyên Quang.   Khi mở gói nấm quý giá mang về, ông phát hiện nó đã bị các loại nấm tạp khác lẫn vào, hoàn toàn mất hết công hiệu.  Giữa hoàn cảnh kháng chiến khó khăn, cơm không đủ ăn, áo không đủ mặc, lại thêm áp lực từ số lượng thương binh ngoài mặt trận ngày một tăng, bao nhiêu câu hỏi cứ đan xen, chồng chéo trong đầu.   Không bỏ cuộc, ông miệt mài ngày đêm, loại cho bằng được tạp nấm để phân lập lại chủng Penicillin thuần khiết.  Cuối cùng, kỳ tích đã xuất hiện giữa núi rừng. "Nước lọc Penicillin" do ông làm ra đã trở thành "nước thuốc diệu kỳ", giúp giải quyết khó khăn về thuốc men khi bị địch bao vây.   Nhờ nó, 80% thương binh không bị cưa chân tay do nhiễm trùng và có thể quay trở lại đơn vị chiến đấu.  Vào tháng 3 năm 1967, một trận bom B-52 của Mỹ đã dội xuống, GS Đặng Văn Ngữ đã hy sinh anh dũng tại một cánh rừng ở chính quê nhà mình, bỏ lại bao dự định khoa học còn dang dở và không kịp về thăm mẹ như đã thầm hứa.  Giáo sư, Bác sĩ Đặng Văn Ngữ đã ngã xuống, nhưng tên tuổi và sự nghiệp của ông sống mãi với non sông đất nước. Việc sản xuất thành công Penicillin trong điều kiện kháng chiến gian khổ là một cống hiến đặc biệt lớn lao, góp phần đắc lực vào thắng lợi chung của dân tộc.   Với những đóng góp to lớn đó, ông đã được Nhà nước truy tặng danh hiệu Anh hùng Lao động và Giải thưởng Hồ Chí Minh vào năm 1996. Cuộc đời ông mãi là tấm gương sáng ngời về một nhà khoa học chân chính, một trí thức yêu nước vĩ đại, đã cống hiến trọn đời mình cho Tổ quốc và nhân dân.  Nguồn: Phim tài liệu "Đi theo ánh lửa từ trái tim mình."				Dũng	L	
11/08/25 - 11:56	FP - Inside the Box	Minh Vũ	trưa ăn cơm xong nhớ				Dũng	L	
11/08/25 - 11:56	FP - Inside the Box	Nguyễn Đức Trọng		"529942605_719757334268211_6985533549890223699_n.jpg 528896913_788109410405135_5374868489092343320_n.jpg 532040251_748861698066205_7631465108538743323_n.jpg 530130764_1947590952707898_470050967583496213_n.jpg"			Dũng	L	
11/08/25 - 11:56	FP - Inside the Box	Nguyễn Mai Dung	Lát check giúp c nhé @Minh Vũ				Dũng		
11/08/25 - 11:56	FP - Inside the Box	Minh Vũ	Cái nè c chỉ lấy nguồn phim thui đúng ko c, hay có nguồn thông tin nào nữa không				Dũng		
11/08/25 - 11:56	FP - Inside the Box	Nguyễn Mai Dung	Lấy từ nguồn phim thôi em				Dũng	L	
11/08/25 - 11:56	FP - Inside the Box	Minh Vũ	Lát e check nha				Dũng	L	
11/08/25 - 11:56	FP - Inside the Box	Nguyễn Mai Dung	Hồi xưa, mình nghĩ, báo hiếu đơn giản là phải 'tốt' với cha mẹ. Tốt là ngoan ngoãn, là quan tâm, là dành cho họ những điều ấm áp nhất trong khả năng của mình. Nhưng rồi mình nhận ra, chỉ 'tốt' thôi thì chưa bao giờ là đủ.  Bước chân vào đời, đi làm và tự mình đối mặt với những lo toan, mình mới thấm thía một sự thật không thể chối cãi. Tình yêu thương chắc chắn là nền tảng, là điều không gì thay thế được, nhưng để tình yêu đó không chỉ là lời nói suông, để sự quan tâm không chỉ dừng lại ở những cái xoa bóp vai, thì nó cần được chống đỡ bằng tài chính.   Mình nhận ra rằng, lo cho cha mẹ một cách tốt nhất không chỉ là ở bên cạnh họ. Nó còn là khả năng đảm bảo rằng khi cha mẹ ốm đau, họ sẽ được tiếp cận dịch vụ y tế hiện đại nhất mà không cần bận tâm đến hóa đơn viện phí. Nó là việc có thể đưa cha mẹ đi du lịch đến một nơi họ ao ước, thưởng thức những món ăn ngon mà họ chưa từng thử, thay vì chỉ quanh quẩn trong gian bếp quen thuộc. Nó là sự yên tâm khi biết rằng cha mẹ có thể sống những năm tháng tuổi già một cách thảnh thơi, không phải chắt bóp từng đồng hay lo nghĩ về gánh nặng cho con cái.  Những mong muốn rất đời thường ấy, cuối cùng đều quy về một chữ: tiền. Tiền không mua được tình yêu, nhưng nó là công cụ mạnh mẽ để biến tình yêu thành những hành động chăm sóc hữu hình, biến sự hiếu thảo thành một cuộc sống đủ đầy và thảnh thơi cho đấng sinh thành. Vì vậy, mình hiểu rằng hành trình nỗ lực làm việc, phấn đấu mỗi ngày của người con trưởng thành cũng chính là một cách báo hiếu sâu sắc và thực tế nhất.  Ảnh: phim Ký sinh trùng				Dũng	L	
11/08/25 - 11:56	FP - Inside the Box	Nguyễn Đức Trọng		529408784_724016220472084_3690142243959814423_n.jpg			Dũng	L	
11/08/25 - 11:56	FP - Inside the Box	Nguyễn Mai Dung	Cái này nữa em nhé				Dũng		
11/08/25 - 11:56	FP - Inside the Box	Nguyễn Mai Dung	Mối tình của người anh hùng Nguyễn Văn Trỗi và vợ, Phan Thị Quyên, là một biểu tượng của chủ nghĩa anh hùng cách mạng và tình yêu bất diệt.  Tình yêu của họ là biểu tượng cho lòng yêu nước, sự hy sinh và lòng thủy chung son sắt của thế hệ trẻ trong những năm tháng khốc liệt nhất của dân tộc.  Họ gặp nhau, yêu nhau và quyết định đi đến hôn nhân giữa lúc Sài Gòn đang trong những ngày tháng sục sôi của cuộc đấu tranh. Đám cưới của anh Trỗi và chị Quyên diễn ra giản dị nhưng ấm áp, mở ra một tương lai mà cả hai cùng ao ước. Thế nhưng, hạnh phúc vợ chồng của họ chỉ kéo dài vỏn vẹn 19 ngày.  Ngay sau khi cưới, anh Nguyễn Văn Trỗi nhận nhiệm vụ đặt mìn ám sát Bộ trưởng Quốc phòng Mỹ Robert McNamara. Kế hoạch bại lộ, anh bị bắt. Dù bị kẻ thù tra tấn dã man, anh vẫn giữ vững khí tiết của người chiến sĩ cách mạng.  Ngày 15 tháng 10 năm 1964, bọn đao phủ Mỹ và ngụy Sài Gòn đã đưa anh Nguyễn Văn Trỗi ra pháp trường xử bắn. Trước khi hy sinh, anh đã dõng dạc hô vang những lời cuối cùng: "Hãy nhớ lấy lời tôi! Đả đảo đế quốc Mỹ! Hồ Chí Minh muôn năm! Việt Nam muôn năm!".  Khoảnh khắc anh ngã xuống ở tuổi 24 đã trở thành một biểu tượng bất tử cho lòng yêu nước và tinh thần chống giặc ngoại xâm.  Sau khi anh Trỗi hy sinh, chị Phan Thị Quyên đã nén lại nỗi đau riêng để tiếp tục sống, học tập và cống hiến cho đất nước, xứng đáng với sự hy sinh của chồng. Mối tình 19 ngày ngắn ngủi của họ đã trở thành một bản tình ca bất hủ, là nguồn cảm hứng cho rất nhiều tác phẩm văn học, nghệ thuật. Câu chuyện của anh chị mãi là minh chứng cho một thế hệ đã đặt tình yêu Tổ quốc lên trên hạnh phúc cá nhân, sẵn sàng hy sinh tuổi trẻ và cả tính mạng cho độc lập, tự do của dân tộc.  Nguồn: Anh hùng Nguyễn Văn Trỗi - 24 năm tuổi đời và 9 phút làm nên lịch sử | VTV24				Dũng		
11/08/25 - 11:56	FP - Inside the Box	Nguyễn Đức Trọng		"527344210_780676471001263_1517704476869783104_n.jpg 527768054_1304655681272375_2833148595757547165_n.jpg"			Dũng	L	
11/08/25 - 11:56	FP - Inside the Box	Nguyễn Mai Dung	3 bài nha, chiều check giúp c nhé				Dũng		
11/08/25 - 11:56	FP - Inside the Box	Nguyễn Mai Dung	Mối tình của người anh hùng Nguyễn Văn Trỗi và vợ, Phan Thị Quyên, là một biểu tượng của chủ nghĩa anh hùng cách mạng và tình yêu bất diệt.  Tình yêu của họ là biểu tượng cho lòng yêu nước, sự hy sinh và lòng thủy chung son sắt của thế hệ trẻ trong những năm tháng khốc liệt nhất của dân tộc.  Họ gặp nhau, yêu nhau và quyết định đi đến hôn nhân giữa lúc Sài Gòn đang trong những ngày tháng sục sôi của cuộc đấu tranh. Đám cưới của anh Trỗi và chị Quyên diễn ra giản dị nhưng ấm áp, mở ra một tương lai mà cả hai cùng ao ước. Thế nhưng, hạnh phúc vợ chồng của họ chỉ kéo dài vỏn vẹn 19 ngày.  Ngay sau khi cưới, anh Nguyễn Văn Trỗi nhận nhiệm vụ đặt mìn ám sát Bộ trưởng Quốc phòng Mỹ Robert McNamara. Kế hoạch bại lộ, anh bị bắt. Dù bị kẻ thù tra tấn dã man, anh vẫn giữ vững khí tiết của người chiến sĩ cách mạng.  Ngày 15 tháng 10 năm 1964, bọn đao phủ Mỹ và ngụy Sài Gòn đã đưa anh Nguyễn Văn Trỗi ra pháp trường xử bắn. Trước khi hy sinh, anh đã dõng dạc hô vang những lời cuối cùng: "Hãy nhớ lấy lời tôi! Đả đảo đế quốc Mỹ! Hồ Chí Minh muôn năm! Việt Nam muôn năm!".  Khoảnh khắc anh ngã xuống ở tuổi 24 đã trở thành một biểu tượng bất tử cho lòng yêu nước và tinh thần chống giặc ngoại xâm.  Sau khi anh Trỗi hy sinh, chị Phan Thị Quyên đã nén lại nỗi đau riêng để tiếp tục sống, học tập và cống hiến cho đất nước, xứng đáng với sự hy sinh của chồng. Mối tình của họ đã trở thành một bản tình ca bất hủ, là nguồn cảm hứng cho rất nhiều tác phẩm văn học, nghệ thuật. Câu chuyện của anh chị mãi là minh chứng cho một thế hệ đã đặt tình yêu Tổ quốc lên trên hạnh phúc cá nhân, sẵn sàng hy sinh tuổi trẻ và cả tính mạng cho độc lập, tự do của dân tộc.  Nguồn: Anh hùng Nguyễn Văn Trỗi - 24 năm tuổi đời và 9 phút làm nên lịch sử | VTV24				Dũng		
11/08/25 - 12:36	FP - Inside the Box	Minh Vũ	c ơi bài này e check qua thì cụ đặng văn ngữ mất vào ngày 1/4/1967 nhé ạ				Dũng	L	
11/08/25 - 12:36	FP - Inside the Box	Nguyễn Mai Dung	Uhm trong bài c cũng không ghi rõ là ngày mất, chỉ nhắc đến thời điểm ném bom. Nếu cần thì c ghi rõ ra nhé				Dũng		
11/08/25 - 12:36	FP - Inside the Box	Minh Vũ	vâng, c ghi rõ thêm ngày mất giúp em với, sợ người đọc tưởng mất tháng 3 ạ				Dũng	L	
11/08/25 - 13:17	FP - Inside the Box	Minh Vũ	"bọn đao phủ Mỹ và ngụy Sài Gòn đã đưa anh Nguyễn Văn Trỗi ra pháp trường xử bắn" c sửa giúp em đoạn này thành  "anh Nguyễn Văn Trỗi bị ra pháp trường xử bắn" thui nhé, mấy từ kia hơi rủi ro tiêu chuẩn cộng đồng				Dũng	L	
11/08/25 - 13:17	FP - Inside the Box	Nguyễn Mai Dung	Giữa những năm tháng kháng chiến chống Pháp cam go nhất, một thứ nước thuốc diệu kỳ đã ra đời giữa núi rừng Việt Bắc, cứu sống không biết bao nhiêu sinh mạng. Đó chính là "nước lọc Penicillin", một huyền thoại của y học Việt Nam gắn liền với tên tuổi của một người anh hùng: Giáo sư, Bác sĩ Đặng Văn Ngữ.  Khi ấy, Giáo sư Đặng Văn Ngữ đang có một sự nghiệp khoa học rộng mở ở Nhật Bản. Khi tình cờ đọc được Lời kêu gọi toàn quốc kháng chiến của Chủ tịch Hồ Chí Minh, ông đã quyết tâm từ bỏ tất cả công việc nghiên cứu để trở về tham gia sự nghiệp chung của dân tộc.  Năm 1949, theo tiếng gọi thiêng liêng ấy, ông lặn lội tìm đường về nước. Khi về đến chiến khu Việt Bắc, trong một phòng thí nghiệm được dựng tạm chỉ bằng tre và nứa lá ở Chiêm Hóa, Tuyên Quang.   Khi mở gói nấm quý giá mang về, ông phát hiện nó đã bị các loại nấm tạp khác lẫn vào, hoàn toàn mất hết công hiệu.  Giữa hoàn cảnh kháng chiến khó khăn, cơm không đủ ăn, áo không đủ mặc, lại thêm áp lực từ số lượng thương binh ngoài mặt trận ngày một tăng, bao nhiêu câu hỏi cứ đan xen, chồng chéo trong đầu.   Không bỏ cuộc, ông miệt mài ngày đêm, loại cho bằng được tạp nấm để phân lập lại chủng Penicillin thuần khiết.  Cuối cùng, kỳ tích đã xuất hiện giữa núi rừng. "Nước lọc Penicillin" do ông làm ra đã trở thành "nước thuốc diệu kỳ", giúp giải quyết khó khăn về thuốc men khi bị địch bao vây.   Nhờ nó, 80% thương binh không bị cưa chân tay do nhiễm trùng và có thể quay trở lại đơn vị chiến đấu.  Vào ngày 1 tháng 4 năm 1967, Giáo sư, bác sĩ Đặng Văn Ngữ hy sinh trong một trận B52 rải thảm ở Trường Sơn thuộc địa bàn tỉnh Thừa Thiên Huế, trên chính quê hương mình, trong khi đang nghiên cứu về vaccine chống sốt rét.  Ông bỏ lại bao dự định khoa học còn dang dở và không kịp về thăm mẹ như đã thầm hứa.   Giáo sư, Bác sĩ Đặng Văn Ngữ đã ngã xuống, nhưng tên tuổi và sự nghiệp của ông sống mãi với non sông đất nước. Việc sản xuất thành công Penicillin trong điều kiện kháng chiến gian khổ là một cống hiến đặc biệt lớn lao, góp phần đắc lực vào thắng lợi chung của dân tộc.   Với những đóng góp to lớn đó, ông đã được Nhà nước truy tặng danh hiệu Anh hùng Lao động và Giải thưởng Hồ Chí Minh vào năm 1996. Cuộc đời ông mãi là tấm gương sáng ngời về một nhà khoa học chân chính, một trí thức yêu nước vĩ đại, đã cống hiến trọn đời mình cho Tổ quốc và nhân dân.  Nguồn: Phim tài liệu "Đi theo ánh lửa từ trái tim mình."				Dũng	L	
11/08/25 - 13:17	FP - Inside the Box	Nguyễn Mai Dung	Mối tình của người anh hùng Nguyễn Văn Trỗi và vợ, Phan Thị Quyên, là một biểu tượng của chủ nghĩa anh hùng cách mạng và tình yêu bất diệt.  Tình yêu của họ là biểu tượng cho lòng yêu nước, sự hy sinh và lòng thủy chung son sắt của thế hệ trẻ trong những năm tháng khốc liệt nhất của dân tộc.  Họ gặp nhau, yêu nhau và quyết định đi đến hôn nhân giữa lúc Sài Gòn đang trong những ngày tháng sục sôi của cuộc đấu tranh. Đám cưới của anh Trỗi và chị Quyên diễn ra giản dị nhưng ấm áp, mở ra một tương lai mà cả hai cùng ao ước. Thế nhưng, hạnh phúc vợ chồng của họ chỉ kéo dài vỏn vẹn 19 ngày.  Ngay sau khi cưới, anh Nguyễn Văn Trỗi nhận nhiệm vụ đặt mìn ám sát Bộ trưởng Quốc phòng Mỹ Robert McNamara. Kế hoạch bại lộ, anh bị bắt. Dù bị kẻ thù tra tấn dã man, anh vẫn giữ vững khí tiết của người chiến sĩ cách mạng.  Ngày 15 tháng 10 năm 1964, anh Nguyễn Văn Trỗi bị đưa ra pháp trường xử bắn. Trước khi hy sinh, anh đã dõng dạc hô vang những lời cuối cùng: "Hãy nhớ lấy lời tôi! Đả đảo đế quốc Mỹ! Hồ Chí Minh muôn năm! Việt Nam muôn năm!".  Khoảnh khắc anh ngã xuống ở tuổi 24 đã trở thành một biểu tượng bất tử cho lòng yêu nước và tinh thần chống giặc ngoại xâm.  Sau khi anh Trỗi hy sinh, chị Phan Thị Quyên đã nén lại nỗi đau riêng để tiếp tục sống, học tập và cống hiến cho đất nước, xứng đáng với sự hy sinh của chồng. Mối tình của họ đã trở thành một bản tình ca bất hủ, là nguồn cảm hứng cho rất nhiều tác phẩm văn học, nghệ thuật. Câu chuyện của anh chị mãi là minh chứng cho một thế hệ đã đặt tình yêu Tổ quốc lên trên hạnh phúc cá nhân, sẵn sàng hy sinh tuổi trẻ và cả tính mạng cho độc lập, tự do của dân tộc.  Nguồn: Anh hùng Nguyễn Văn Trỗi - 24 năm tuổi đời và 9 phút làm nên lịch sử | VTV24				Dũng	L	
11/08/25 - 13:17	FP - Inside the Box	Lê Giang Uyên	Ba mình bị tai biến, mình lóc cóc chạy từ SG về. Hai mẹ con cứ thay ca chạy ra vô bệnh viện suốt. Ngôi nhà chưa bao giờ có 2 người cùng lúc.  Vậy mà mình lại cãi nhau với mẹ, rồi xị mặt ra, rồi không thèm nói chuyện với mẹ.  Hôm nay sinh nhật, mình vẫn vào viện đến chiều. Cũng hơi buồn chút tại mẹ chẳng chúc gì mình.  Về đến nhà thì thấy cái bánh rồi. Mình 21 tuổi rồi. Nhìn con Loopy mà khóc nấc.  Mẹ ơi, con thương mẹ nhiều lắm, và ba ơi, ba mau khoẻ lại nhé  | Chia sẻ từ bạn Lil Lil	526667113_1809637283099273_2283821724835688552_n.jpg			Dũng	L	
11/08/25 - 13:17	FP - Inside the Box	Nguyễn Mai Dung	C sửa lại cả 2 rùi nhé @Minh Vũ				Dũng		
11/08/25 - 13:17	FP - Inside the Box	Minh Vũ	Sau c chỉnh sửa luôn vào tin đã gửi ấy ạ, cho tin đỡ bị trôi				Dũng		
11/08/25 - 20:26	FP - Inside the Box	Minh Vũ	Vẫn còn lụy Tổ quốc trong tim    Khoảnh khắc 68 chiến sĩ Trường Sĩ quan Lục quân 1 tái hiện hình ảnh duyệt binh tại Quảng trường Đỏ (Moscow) trong SVĐ Mỹ Đình tối qua    Thức sự quá mãn nhãn mà    | Video: Từ tài khoản Winh Wai	"491433378_524828617362798_1393837152768765162_n.jpg 529794722_17921096760104131_4790057917726874350_n.jpg"			Dũng	L	
11/08/25 - 20:26	FP - Inside the Box	Nguyễn Đức Trọng	@Minh Vũ anh up video nầy	"530238841_1074967238182336_1926396384638512822_n.jpg 524229487_1414675123352012_6614862417945373424_n.jpg"			Dũng		
11/08/25 - 20:26	FP - Inside the Box	Nguyễn Đức Trọng	anh reup bài này dc ko nhỉ				Dũng		
11/08/25 - 20:26	FP - Inside the Box	Cảnh sát chính tả 👮	Được a ơi, nhưng phải che chửi bậy đi				Dũng		
11/08/25 - 20:26	FP - Inside the Box	Minh Vũ	Bên beatvn quên chưa beep tiếng chửi đi r				Dũng	L	
11/08/25 - 20:54	FP - Inside the Box	Cảnh sát chính tả 👮	A lên ảnh đi cho chắc ăn				Dũng		
11/08/25 - 20:54	FP - Inside the Box	Minh Vũ	Xong ném video ở cmt là tốt nhất				Dũng		
11/08/25 - 23:45	FP - Inside the Box	Nguyễn Đức Trọng	Một lời nói tổn thương của người thân khiến bạn vẫn  nhớ đến bây giờ?				Dũng	L	
11/08/25 - 23:45	FP - Inside the Box	Nguyễn Đức Trọng	BKD oiiiiiiiiiiiiii				Dũng		
12/08/25 - 10:40	FP - Inside the Box	Nguyễn Mai Dung	Hà Nội 1h đêm, phố xá đã chìm vào tĩnh lặng. Giữa dòng người thưa thớt, mình bắt gặp hình ảnh người tài xế công nghệ dừng xe bên đường nghe điện thoại. Trên màn hình là một em bé. Vợ anh ấy hỏi trêu: Bố về với mẹ con Bi đi, muộn rồi Bi không chịu ngủ, cứ ngóng bố thôi. Anh cười hiền, dỗ dành: Bố cố thêm mấy chuyến nữa, sắp đủ tiền mua sữa cho Bi rồi. Mẹ cho Bi ngủ trước nhé. Thơm em Bi của bố một cái lấy động lực nào!  Cuộc gọi chỉ vài phút ngắn ngủi, nhưng có lẽ đã đủ xua tan hết thảy mỏi mệt. Gia đình vừa là trách nhiệm, vừa là động lực để mỗi người cố gắng.  Ảnh: Beat Thủ Đô				Dũng	L	
12/08/25 - 10:40	FP - Inside the Box	Nguyễn Mai Dung	Bkd ơi				Dũng		
12/08/25 - 10:40	FP - Inside the Box	Nguyễn Đức Trọng	Quên mất cái này có từ lâu r hình như page cũng lên r	527833109_1968757973910447_1249427410320201473_n.png			Dũng		
12/08/25 - 10:40	FP - Inside the Box	Đặng Phương Anh	thế ạ				Dũng		
12/08/25 - 10:40	FP - Inside the Box	Lê Giang Uyên	Nd này là mình tự viết hay chuyện của anh trong ảnh z chị				Dũng		
12/08/25 - 10:40	FP - Inside the Box	Nguyễn Đức Trọng	nội dung gốc đây em	"475164192_1186606676165052_3064800855546151098_n.jpg 487206828_1232322104926842_9004516671476060777_n.jpg"			Dũng		
12/08/25 - 10:40	FP - Inside the Box	Nguyễn Mai Dung		527341959_24982307891356238_6885514005347114396_n.png			Dũng		
12/08/25 - 10:40	FP - Inside the Box	Lê Giang Uyên	Thế thì mình chưa lên nd gốc này đâu				Dũng		
12/08/25 - 10:40	FP - Inside the Box	Lê Giang Uyên	lên vẫn oki ạ				Dũng		
12/08/25 - 10:40	FP - Inside the Box	Đặng Phương Anh	Cái này lâu rồi				Dũng		
12/08/25 - 10:40	FP - Inside the Box	Lê Giang Uyên	Với nd gốc z lần sau mình để lun nguồn là câu chuyện từ fp Beat thủ đô luôn ạ				Dũng		
12/08/25 - 10:40	FP - Inside the Box	Cựu cảnh sát	C bảo c Dung làm lại chuyện đấy				Dũng		
12/08/25 - 10:40	FP - Inside the Box	Cựu cảnh sát	viết kiểu khác	"464405078_443897184972849_555251680721839403_n.jpg 531175163_1453941188977479_4795363600511888690_n.jpg"			Dũng	L	
12/08/25 - 10:40	FP - Inside the Box	Minh Vũ	Bài này beat đỏ cũng lên ùi, sau mình lấy mấy nguồn bên mình đỡ phải check lại nguồn c ah				Dũng	L	
12/08/25 - 10:40	FP - Inside the Box	Lê Giang Uyên	Em reup bài Khuê anh ơi @Minh Vũ				Dũng		
12/08/25 - 10:40	FP - Inside the Box	Minh Vũ	check lại xem bên mình lên chưa, a nhớ a trọng lên 1 bài như này rồi thì phải				Dũng		
12/08/25 - 10:40	FP - Inside the Box	Lê Giang Uyên	Chưa đâu anh hehe				Dũng		
12/08/25 - 10:40	FP - Inside the Box	Nguyễn Đức Trọng	Chưa đâu hẹ hẹ				Dũng	L	
12/08/25 - 11:49	FP - Inside the Box	Nguyễn Đức Trọng	@Minh Vũ ơi mình lên mấy cái này dc ko nhì	"480493825_1277203357182192_8969441126677600184_n.jpg 530666286_1437800477789145_348061610902797202_n.jpg"			Dũng		
12/08/25 - 11:49	FP - Inside the Box	Cảnh sát chính tả 👮	không a ơii				Dũng		
12/08/25 - 11:49	FP - Inside the Box	Minh Vũ	!!!				Dũng		
12/08/25 - 11:49	FP - Inside the Box	Nguyễn Đức Trọng	=))) oke =)))				Dũng		
12/08/25 - 12:22	FP - Inside the Box	Nguyễn Đức Trọng	hay anh lên theo beat nhì	"524229487_1414675123352012_6614862417945373424_n.jpg 530760046_1427390788747112_7501119581056151850_n.jpg"			Dũng		
12/08/25 - 12:22	FP - Inside the Box	Minh Vũ	okee a lên theo beat nhé				Dũng		
12/08/25 - 12:22	FP - Inside the Box	Lê Giang Uyên	AT lên luôn ko ạ				Dũng		
12/08/25 - 12:22	FP - Inside the Box	Nguyễn Đức Trọng	anh lên h				Dũng	L	
12/08/25 - 12:22	FP - Inside the Box	Minh Vũ	mấy bài beat lên thì ae lên sau được lun				Dũng		
12/08/25 - 12:22	FP - Inside the Box	Nguyễn Đức Trọng	Cờ đỏ sao vàng Việt Nam mang lại niềm tin và hy vọng cho người dân Palestine ở Gaza    Thông qua lời kêu gọi của Saleem Hammad, các nhà hảo tâm Việt Nam đã gây được quỹ ủng hộ người dân tại miền bắc dải Gaza số tiền 1,2 tỷ Đồng! Toàn bộ số tiền này đã được chuyển tới tổ chức nhân đạo Moonlight Humanity Foundation để mua lương thực và nước uống cho 3.000 người dân Palestine.  Những giọt nước mắt đã rơi nhưng đây là không phải đau thương, đây là những giọt nước mắt của sự biết ơn và hạnh phúc. Thật tuyệt vời khi ở nơi cách chúng ta 8.000km nhưng lá Cờ Đỏ Sao Vàng vẫn phấp phới và tỏa sáng theo cách rất Việt Nam    | Nguồn: Saleem Hammad	"528328029_652441264533894_1900080327437459810_n.jpg 529502181_2025743918178829_553543947342427985_n.jpg 521240291_1150727700214565_1237968630915262090_n.jpg 527922462_729937756526293_4137606966206570823_n.jpg"			Dũng	L	
12/08/25 - 12:22	FP - Inside the Box	Nguyễn Đức Trọng	anh lên ntn, ảnh thì anh lấy trong trang ông kia				Dũng		
12/08/25 - 14:01	FP - Inside the Box	Nguyễn Đức Trọng	Cháu nội đáng iu hết sức     Thấy ông về, cháu nhanh nhảu chạy ra hô "Bà ơi ông nội về rồi."  Ông cũng cưng cháu, "Bà có biết gì đâu, chỉ mỗi cháu biết ông về"  Cháu quan tâm còn hỏi "Ông có đói không?" nữa  Cháu đáng iu thực sự nha! Người ta bảo, sau này sổ đỏ sổ tiết kiệm về tay cháu hết cũng có lý đó    | Video: Mẹ Xoài Bắp		531560294_9753491618087282_4273359511416216378_n.mp4		Dũng	L	
12/08/25 - 14:01	FP - Inside the Box	Nguyễn Đức Trọng	BKD oiiiiiii				Dũng		
12/08/25 - 15:08	FP - Inside the Box	Nguyễn Đức Trọng	Mình reup cái này dc ko nhìi	"339750944_609058637740008_1979733948715553739_n.jpg 528139612_743519558310633_2198793731013854286_n.jpg"			Dũng		
12/08/25 - 15:08	FP - Inside the Box	Cảnh sát chính tả 👮	được a ạ, nó trích từ phim ra oke mà a				Dũng		
12/08/25 - 15:08	FP - Inside the Box	Minh Vũ	a tránh mấy đoạn chết chóc ra là được				Dũng	L	
12/08/25 - 17:26	FP - Inside the Box	Minh Vũ	Không ai cả: Mẹ tôi 46 tuổi chơi sticker dán vào gương    | Chia sẻ từ threads của bạn na.0312___  Đáng iu thực sự he. Tôi thích mấy cái bé xíu như vậy cho cuộc sống này	"528385036_1292766942554927_6882456879491124411_n.jpg 527341959_1099677682304066_1883785115558529828_n.jpg"			Dũng	L	
12/08/25 - 17:26	FP - Inside the Box	Nguyễn Đức Trọng	BKD oi hehẹ	522696118_648720311591276_5787810421235702479_n.jpg			Dũng	L	
